Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword
A1519,Python4Data,84.0,4646.0,$226.32,11.0,7.0,0.051,$1596,2024-11-30,chnnai,tablet,analytics for data
A1520,CyberSecurtyFundamentals,127.0,5964.0,$182.01,26.0,,,$1490,25-11-2024,pune,desktop,data analytics course
A1521,Deeplearnngpro,148.0,4725.0,$187.02,25.0,3.0,0.02,$1586,2024/11/15,Bombay,MOBILE,learn data analytics
A1522,DeepLearnngPro_,85.0,4230.0,$233.73,18.0,8.0,,$1998,2024/11/08,madras,TABLET,data analytics course
A1523,BusinessAnlyticsClass ,105.0,3880.0,$246.63,19.0,8.0,0.051,$1598,2024/11/13,NewDlhi,mobile,data anaytics training
A1524,Sqldatabsetraining,187.0,3842.0,$214.35,28.0,5.0,0.031,$1596,2024/11/13,Bombay,mobile,online data analytic
A1525,wEBdEVmASTERY,153.0,3143.0,$244.73,12.0,10.0,0.065,$1365,2024/11/15,NewDlhi,Mobile,online data analytic
A1526,Python4Data ,143.0,5781.0,$208.63,21.0,9.0,0.05,$1443,2024/11/26,NewDlhi,MOBILE,data analitics online
A1527,AI_Mark3ting101,183.0,3790.0,$202.48,21.0,8.0,0.037,$1215,26-11-2024,bengluru,Desktop,data anaytics training
A1528,M@chneLearningBasics,172.0,4250.0,$235.2,28.0,7.0,,$1036,06-11-2024,bangalore,mobile,learn data analytics
A1529,M@chneLearningBasics,98.0,3800.0,$240.45,16.0,3.0,0.031,$1700,2024-11-01,bengaluru,DESKTOP,data analytics course
A1530,SQLD@tabseTraining,87.0,4675.0,$200.71,28.0,6.0,0.069,$1428,2024/11/20,bengaluru,MOBILE,analytics for data
A1531,CloudComputngCours3,84.0,5711.0,$216.02,13.0,6.0,,$1654,2024-11-17,mumbai,DESKTOP,data anaytics training
A1532,ai_mARKETING101,151.0,3022.0,$191.35,13.0,4.0,0.026,$1133,2024/11/18,NewDlhi,mobile,learn data analytics
A1533,BusinessAnlyticsClass,113.0,5407.0,$203.23,15.0,9.0,0.037,$1745,2024/11/16,chenay,desktop,data anaytics training
A1534,Python4Data1,89.0,5095.0,$202.21,22.0,4.0,0.056,$1065,2024-11-07,delhi,TABLET,data analytics course
A1535,BusinessAnlyticsClass,174.0,3587.0,$217.67,10.0,7.0,0.04,$1226,22-11-2024,mumbay,Mobile,data anaytics training
A1536,Cloudcomputngcourse,166.0,5524.0,$205.53,25.0,7.0,,$1241,24-11-2024,mumabi,Mobile,analytics for data
A1537,AI_Marketing101_,196.0,3777.0,$246.52,,5.0,0.026,$1159,2024-11-15,MUMBAI,desktop,data analytics course
A1538,Businessanlyticsclass,97.0,3480.0,$233.32,22.0,3.0,0.031,$1008,2024/11/28,madras,desktop,data analitics online
A1539,bUSINESSaNLYTICScLASS,89.0,4200.0,$200.98,23.0,8.0,,$1476,23-11-2024,bangalore,mobile,data analytics course
A1540,Datasciencebootcamp,130.0,5384.0,$218.6,24.0,8.0,0.062,$1943,2024-11-28,MUMBAI,MOBILE,learn data analytics
A1541,Python4Data,103.0,4766.0,$245.34,11.0,8.0,0.078,$1488,2024-11-08,mumabi,Desktop,analytics for data
A1542,CyberSecurtyFund@mentals,138.0,3322.0,$196.83,17.0,8.0,0.058,,2024/11/01,PUNE,desktop,online data analytic
A1543,Cloudcomputngcourse,127.0,4625.0,$207.62,17.0,3.0,0.024,$1811,2024-11-17,new delhi,desktop,learn data analytics
A1544,Webdevmastery,170.0,4689.0,$195.98,26.0,6.0,0.035,$1873,2024-11-14,chenay,DESKTOP,data analitics online
A1545,ai_mARKETING101,115.0,3764.0,$197.47,20.0,5.0,,$1952,2024/11/27,mumbay,desktop,learn data analytics
A1546,CyberSecurtyFundamentals ,132.0,3365.0,$198.01,17.0,9.0,0.068,$1161,2024/11/14,Bombay,DESKTOP,analytics for data
A1547,Sqldatabsetraining,168.0,3392.0,$230.77,15.0,9.0,0.054,$1504,2024/11/11,delhi,mobile,online data analytic
A1548,Ai_marketing101,145.0,5978.0,$223.3,30.0,10.0,,$1859,2024-11-20,mumbay,Mobile,online data analytic
A1549,Busin3ssAnlyticsClass,163.0,3340.0,$217.35,26.0,7.0,0.043,$1751,24-11-2024,Bombay,TABLET,data anaytics training
A1550,CloudComputngCourse,84.0,4407.0,$192.52,19.0,10.0,0.119,$1221,2024-11-03,bengluru,Tablet,learn data analytics
A1551,SQLDatabs3Training,124.0,3180.0,$180.8,17.0,6.0,0.048,$1822,2024-11-11,punea,MOBILE,online data analytic
A1552,CyberSecurtyFundamentals,162.0,4947.0,$233.76,23.0,6.0,0.045,$1973,2024/11/15,MUMBAI,TABLET,data analytics course
A1553,D@taScienceBootcamp,119.0,4480.0,$184.25,20.0,3.0,0.025,$1985,22-11-2024,pune,Mobile,online data analytic
A1554,CyberSecurtyFundamentals,151.0,5595.0,$246.66,24.0,4.0,0.026,$1921,2024-11-29,bengluru,Desktop,learn data analytics
A1555,WebDevM@stery,190.0,4808.0,$199.94,16.0,6.0,0.032,$1454,2024/11/03,chenay,DESKTOP,data analitics online
A1556,DataSci3nceBootcamp,138.0,3382.0,$204.12,27.0,7.0,0.051,$1386,05-11-2024,mumabi,TABLET,learn data analytics
A1557,ai_mARKETING101,100.0,4643.0,$214.46,16.0,9.0,0.09,$1179,2024/11/03,chnnai,tablet,online data analytic
A1558,DataSci3nceBootcamp,187.0,5400.0,$210.0,14.0,7.0,,$1945,2024-11-15,PUNE,desktop,analytics for data
A1559,DeepLearnngPr0,176.0,3400.0,$191.5,29.0,3.0,,$1429,28-11-2024,CHENNAI,mobile,online data analytic
A1560,AI_M@rketing101,117.0,4223.0,,28.0,6.0,0.059,$1489,2024/11/10,bengluru,mobile,data anaytics training
A1561,Datasciencebootcamp,196.0,,$206.31,24.0,8.0,0.051,$1426,2024/11/23,dheli,tablet,data analitics online
A1562,Cl0udComputngCourse,155.0,3864.0,$222.17,12.0,3.0,,$1407,2024-11-21,mumabi,mobile,data anaytics training
A1563,D@taScienceBootcamp,188.0,3838.0,$240.99,15.0,3.0,0.016,$1951,10-11-2024,pune,mobile,data analytics course
A1564,Cybersecurtyfundamentals,81.0,5659.0,$222.98,25.0,4.0,0.057,$1654,2024-11-19,NewDlhi,TABLET,data analitics online
A1565,MachneLearningBasics1,125.0,4794.0,,28.0,7.0,0.051,$1453,2024-11-22,punr,DESKTOP,data analitics online
A1566,dATAsCIENCEbOOTCAMP,158.0,5214.0,$222.28,21.0,3.0,0.019,$1630,03-11-2024,poona,DESKTOP,data analytics course
A1567,Machn3LearningBasics,133.0,5762.0,$196.02,10.0,5.0,0.038,,2024/11/03,chenay,TABLET,data analytics course
A1568,W3bDevMastery,128.0,5026.0,$239.88,15.0,9.0,0.07,$1745,2024/11/25,chenay,Mobile,analytics for data
A1569,CyberSecurtyFundamentals,148.0,3883.0,$181.4,30.0,4.0,0.027,$1966,2024-11-16,punea,DESKTOP,analytics for data
A1570,WebDevM@stery,92.0,4605.0,$234.69,29.0,3.0,,$1264,2024-11-30,madras,mobile,data anaytics training
A1571,CyberSecurtyFundamentals1,147.0,,$205.83,25.0,8.0,,$1728,2024-11-02,delhi,desktop,data analytics course
A1572,DeepLearnngPro_,136.0,5454.0,$247.7,13.0,6.0,0.044,$1687,2024/11/06,mumbay,mobile,data analitics online
A1573,AI_Marketing101,132.0,4957.0,$220.43,28.0,6.0,0.045,$1218,03-11-2024,BANGALORE,mobile,online data analytic
A1574,Python4D@ta,173.0,,$241.61,28.0,3.0,0.017,$1191,2024-11-13,punea,TABLET,learn data analytics
A1575,AI_M@rketing101,85.0,4747.0,$224.35,26.0,5.0,0.059,$1087,01-11-2024,mumbai,Tablet,data analytics course
A1576,dATAsCIENCEbOOTCAMP,129.0,5874.0,$200.17,12.0,5.0,0.039,$1405,2024-11-29,punr,Tablet,online data analytic
A1577,D3epLearnngPro,181.0,4730.0,$243.35,16.0,4.0,,$1975,2024/11/20,delhi,mobile,online data analytic
A1578,Busin3ssAnlyticsClass,85.0,5341.0,$249.64,21.0,6.0,0.032,$1388,2024/11/10,punr,Mobile,online data analytic
A1579,Ai_marketing101,92.0,4327.0,$188.6,14.0,7.0,,$1140,2024-11-22,Bombay,Tablet,data anaytics training
A1580,Ai_marketing101,192.0,,$180.82,27.0,4.0,0.021,$1847,09-11-2024,dheli,MOBILE,data anaytics training
A1581,MachneLearningBasics,146.0,4484.0,$194.67,27.0,9.0,0.052,$1234,2024-11-02,poona,tablet,data anaytics training
A1582,Python4Data,178.0,4311.0,$205.46,18.0,4.0,0.022,$1671,2024-11-18,BANGALORE,Tablet,analytics for data
A1583,D@taScienceBootcamp,197.0,3009.0,$233.44,22.0,9.0,0.046,$1374,18-11-2024,mumabi,tablet,analytics for data
A1584,Python4Data1,176.0,3110.0,$205.23,23.0,5.0,0.028,$1746,2024-11-19,NewDlhi,DESKTOP,online data analytic
A1585,DataScienceB0otcamp,98.0,3365.0,$224.28,27.0,9.0,,$1108,27-11-2024,poona,Desktop,data anaytics training
A1586,cYBERsECURTYfUNDAMENTALS,105.0,3274.0,$187.89,24.0,4.0,0.038,$1360,2024/11/09,chnnai,DESKTOP,learn data analytics
A1587,W3bDevMastery,113.0,3231.0,$210.13,19.0,10.0,0.041,$1234,2024/11/15,NewDlhi,desktop,online data analytic
A1588,Machnelearningbasics,,3440.0,$246.53,13.0,10.0,,$1217,27-11-2024,madras,tablet,online data analytic
A1589,CloudComputngCourse,88.0,5196.0,$197.32,26.0,5.0,0.057,$1438,2024/11/03,mumbai,DESKTOP,online data analytic
A1590,Sqldatabsetraining,106.0,5321.0,$239.76,11.0,7.0,0.066,$1910,24-11-2024,MUMBAI,Desktop,data anaytics training
A1591,CloudComputngCourse_,148.0,5841.0,$243.09,15.0,7.0,0.047,$1535,29-11-2024,mumbai,mobile,data analitics online
A1592,ai_mARKETING101,174.0,,$227.96,25.0,5.0,0.029,$1566,2024-11-15,MUMBAI,Tablet,online data analytic
A1593,Python4D@ta,196.0,5776.0,$227.24,30.0,4.0,0.02,,04-11-2024,Benglore,mobile,data anaytics training
A1594,dATAsCIENCEbOOTCAMP,128.0,4729.0,$243.45,25.0,9.0,0.031,$1782,2024-11-23,Bombay,desktop,learn data analytics
A1595,CloudComputngCours3,163.0,5371.0,$215.89,29.0,7.0,0.043,$1906,2024-11-05,dheli,TABLET,data analytics course
A1596,ai_mARKETING101,183.0,5268.0,$203.65,17.0,5.0,0.027,$1731,2024-11-12,poona,Mobile,learn data analytics
A1597,CyberSecurtyFund@mentals,196.0,5386.0,$224.31,23.0,4.0,0.02,$1423,2024/11/30,chennai,tablet,learn data analytics
A1598,DataScienceBootcamp ,121.0,4432.0,$218.71,25.0,10.0,,$1568,2024/11/13,mumbai,desktop,analytics for data
A1599,dATAsCIENCEbOOTCAMP,174.0,3031.0,$242.32,25.0,6.0,0.034,$1381,2024-11-08,chnnai,MOBILE,online data analytic
A1600,DataScienceB0otcamp,142.0,5999.0,$214.05,27.0,,,$1064,2024-11-21,Bombay,desktop,analytics for data
A1601,MachneLearningBasics_,118.0,3274.0,$222.62,10.0,3.0,0.025,$1716,09-11-2024,mumbay,TABLET,analytics for data
A1602,Webdevmastery,118.0,5889.0,$193.01,17.0,10.0,0.085,$1789,2024-11-10,bengaluru,DESKTOP,online data analytic
A1603,DataScienceBootcamp ,149.0,5601.0,$222.01,15.0,6.0,0.04,$1514,25-11-2024,CHENNAI,Desktop,analytics for data
A1604,Python4Data_,127.0,4295.0,$212.6,26.0,10.0,0.079,$1713,19-11-2024,bengluru,Tablet,data analytics course
A1605,DeepLearnngPro1,195.0,5135.0,$226.37,17.0,3.0,,,2024/11/24,mumabi,desktop,data anaytics training
A1606,cYBERsECURTYfUNDAMENTALS,173.0,5233.0,$229.38,28.0,7.0,,$1322,2024-11-16,bengluru,MOBILE,learn data analytics
A1607,Python4Data,131.0,5727.0,$218.65,28.0,4.0,0.031,$1631,2024/11/07,bengluru,Mobile,data anaytics training
A1608,Cloudcomputngcourse,105.0,4691.0,$213.15,21.0,3.0,0.035,$1276,2024-11-22,bengaluru,desktop,analytics for data
A1609,AI_Marketing101,104.0,3409.0,$207.63,19.0,4.0,,$1195,2024/11/16,BANGALORE,Mobile,analytics for data
A1610,WebDevM@stery,139.0,4333.0,$230.05,19.0,6.0,0.043,$1407,21-11-2024,bengaluru,DESKTOP,analytics for data
A1611,bUSINESSaNLYTICScLASS,110.0,4430.0,$197.84,23.0,5.0,0.045,,2024-11-15,punea,Mobile,learn data analytics
A1612,DeepLearnngPro1,193.0,4860.0,$181.27,14.0,5.0,0.026,,2024-11-16,mumbai,desktop,online data analytic
A1613,Python4Data,109.0,4396.0,$188.6,11.0,10.0,0.092,$1451,18-11-2024,poona,Mobile,data anaytics training
A1614,Ai_marketing101,141.0,5000.0,$223.7,29.0,10.0,0.071,$1909,2024-11-12,bangalore,TABLET,data analitics online
A1615,MachneLearningBasics_,182.0,3487.0,$211.71,23.0,7.0,0.038,$1027,2024/11/24,chennai,MOBILE,data analitics online
A1616,SQLDatabseTraining_,179.0,4236.0,$245.01,23.0,7.0,0.039,$1822,2024-11-07,BANGALORE,Mobile,learn data analytics
A1617,dEEPlEARNNGpRO,89.0,5349.0,,,8.0,0.09,$1371,28-11-2024,new delhi,Tablet,data analitics online
A1618,dEEPlEARNNGpRO,181.0,5678.0,$226.89,22.0,10.0,,$1992,2024/11/02,PUNE,tablet,data anaytics training
A1619,Businessanlyticsclass,85.0,5247.0,$219.97,15.0,7.0,0.082,$1612,2024-11-20,chnnai,desktop,analytics for data
A1620,cLOUDcOMPUTNGcOURSE,179.0,3685.0,$202.66,15.0,,0.039,$1634,2024-11-18,bangalore,DESKTOP,data analytics course
A1621,Datasciencebootcamp,172.0,5862.0,$202.0,23.0,4.0,0.023,$1469,2024/11/28,Bombay,DESKTOP,online data analytic
A1622,WebDevM@stery,196.0,5040.0,$197.08,11.0,9.0,0.046,$1774,22-11-2024,bengluru,DESKTOP,data analytics course
A1623,CyberSecurtyFundamentals,,3423.0,$223.95,30.0,4.0,0.055,$1480,2024-11-03,pune,DESKTOP,analytics for data
A1624,AI_M@rketing101,135.0,5981.0,$228.66,26.0,6.0,,$1515,12-11-2024,Bombay,Desktop,data anaytics training
A1625,Datasciencebootcamp,97.0,3495.0,$230.83,16.0,6.0,0.062,$1675,2024/11/23,new delhi,TABLET,analytics for data
A1626,Machn3LearningBasics,137.0,3702.0,$215.41,25.0,9.0,0.066,$1010,10-11-2024,bangalore,Desktop,learn data analytics
A1627,wEBdEVmASTERY,164.0,3405.0,$217.58,10.0,3.0,0.018,$1885,2024/11/30,chnnai,DESKTOP,data analitics online
A1628,M@chneLearningBasics,178.0,3370.0,$180.66,25.0,9.0,0.051,$1830,2024-11-24,bengaluru,DESKTOP,online data analytic
A1629,ai_mARKETING101,146.0,4455.0,$227.13,16.0,5.0,,$1040,24-11-2024,new delhi,TABLET,online data analytic
A1630,D@taScienceBootcamp,149.0,4670.0,$218.31,10.0,10.0,0.067,$1623,2024/11/02,punea,MOBILE,analytics for data
A1631,SQLDatabseTraining,193.0,4287.0,$204.62,15.0,3.0,,$1800,2024/11/09,MUMBAI,TABLET,data anaytics training
A1632,wEBdEVmASTERY,,3546.0,$183.41,27.0,7.0,,$1701,2024/11/28,new delhi,Mobile,data anaytics training
A1633,AI_M@rketing101,106.0,4740.0,$229.13,19.0,3.0,0.028,$1149,2024-11-11,new delhi,Desktop,online data analytic
A1634,SQLDatabs3Training,131.0,5642.0,$184.57,20.0,9.0,,$1827,16-11-2024,madras,mobile,data analytics course
A1635,Machnelearningbasics,111.0,4161.0,$185.58,10.0,7.0,,$1434,2024-11-04,madras,desktop,data anaytics training
A1636,SQLDatabseTraining,144.0,4241.0,$181.4,24.0,5.0,0.035,$1693,2024/11/19,new delhi,mobile,online data analytic
A1637,Busin3ssAnlyticsClass,151.0,5875.0,$192.46,28.0,,,$1459,2024/11/18,chennai,MOBILE,data analitics online
A1638,AI_Mark3ting101,146.0,5457.0,,15.0,5.0,0.034,$1029,2024-11-02,mumabi,desktop,data analytics course
A1639,SQLD@tabseTraining,133.0,4780.0,$198.66,22.0,4.0,0.03,$1905,09-11-2024,bangalore,TABLET,online data analytic
A1640,D3epLearnngPro,,5922.0,$239.1,12.0,3.0,0.048,$1733,2024/11/06,mumabi,DESKTOP,data analytics course
A1641,AI_Mark3ting101,82.0,3454.0,$228.02,30.0,7.0,0.049,$1463,2024-11-09,punr,Desktop,learn data analytics
A1642,DataScienceBootcamp_,135.0,3449.0,$200.06,17.0,5.0,0.037,$1950,2024/11/07,chnnai,mobile,data analytics course
A1643,WebDevMastery1,199.0,4287.0,$235.58,12.0,10.0,0.05,$1276,2024-11-10,mumbay,tablet,data analytics course
A1644,WebDevMastery ,123.0,5000.0,$187.67,25.0,3.0,0.024,$1351,2024-11-07,CHENNAI,tablet,data analitics online
A1645,cYBERsECURTYfUNDAMENTALS,154.0,3437.0,$211.63,28.0,4.0,0.026,$1604,2024-11-14,punea,Tablet,data anaytics training
A1646,Machnelearningbasics,88.0,3475.0,$191.96,12.0,7.0,0.08,$1204,2024/11/25,mumabi,desktop,online data analytic
A1647,DeepLe@rnngPro,165.0,4889.0,$180.19,21.0,4.0,0.024,$1458,2024/11/19,Benglore,MOBILE,analytics for data
A1648,WebDevM@stery,87.0,3639.0,$220.76,22.0,3.0,0.036,$1231,2024-11-14,PUNE,mobile,analytics for data
A1649,MachneLearningBasics1,147.0,3959.0,$181.18,27.0,9.0,0.061,$1627,2024/11/26,poona,MOBILE,analytics for data
A1650,Machn3LearningBasics,137.0,5400.0,$180.04,10.0,10.0,0.073,$1375,2024-11-29,dheli,TABLET,analytics for data
A1651,sqldATABSEtRAINING,188.0,5528.0,$245.03,13.0,10.0,0.053,$1202,2024-11-29,mumabi,desktop,analytics for data
A1652,Webdevmastery,162.0,5456.0,$193.69,10.0,6.0,0.037,$1992,2024-11-29,Bombay,tablet,online data analytic
A1653,Python4D@ta,102.0,4308.0,$221.54,13.0,7.0,0.06,$1096,2024-11-08,punr,Mobile,data analitics online
A1654,W3bDevMastery,120.0,3245.0,$196.09,15.0,9.0,0.075,$1056,2024/11/22,mumabi,DESKTOP,data anaytics training
A1655,sqldATABSEtRAINING,125.0,3339.0,$205.32,18.0,4.0,0.054,$1985,28-11-2024,new delhi,DESKTOP,data analytics course
A1656,AI_Marketing101,155.0,5977.0,$187.28,16.0,7.0,,$1607,2024/11/10,poona,DESKTOP,online data analytic
A1657,MachneLearningBasics1,137.0,4231.0,$226.49,25.0,5.0,0.036,$1078,2024/11/12,bengluru,Tablet,analytics for data
A1658,Machn3LearningBasics,91.0,4506.0,$195.99,12.0,3.0,0.045,$1179,2024-11-22,madras,Tablet,learn data analytics
A1659,Ai_marketing101,87.0,4869.0,$220.97,29.0,5.0,0.057,$1480,2024-11-05,chenay,DESKTOP,data anaytics training
A1660,D@taScienceBootcamp,124.0,5716.0,$217.84,28.0,8.0,,$1791,2024/11/24,MUMBAI,MOBILE,data anaytics training
A1661,SQLDatabseTraining,128.0,3243.0,$208.41,14.0,6.0,0.037,$1514,02-11-2024,PUNE,Mobile,online data analytic
A1662,Datasciencebootcamp,111.0,3911.0,$239.24,28.0,9.0,,$1097,2024/11/01,mumbai,tablet,online data analytic
A1663,D3epLearnngPro,89.0,3982.0,$209.87,27.0,7.0,0.079,$1920,04-11-2024,dheli,desktop,data analytics course
A1664,Cybersecurtyfundamentals,107.0,5299.0,$207.36,19.0,8.0,,$1567,2024/11/26,MUMBAI,tablet,data anaytics training
A1665,CyberSecurtyFundamentals,181.0,4150.0,$236.69,15.0,5.0,,$1251,2024-11-10,new delhi,MOBILE,data analitics online
A1666,SQLDatabseTraining_,110.0,5925.0,$188.18,29.0,9.0,0.082,$1682,23-11-2024,bengaluru,Desktop,data anaytics training
A1667,Deeplearnngpro,85.0,4010.0,$195.26,17.0,4.0,0.042,$1853,06-11-2024,BANGALORE,MOBILE,data analitics online
A1668,WebDevMastery,125.0,5767.0,,12.0,8.0,0.035,$1020,2024-11-19,new delhi,Tablet,data analitics online
A1669,Busin3ssAnlyticsClass,163.0,,,11.0,3.0,0.018,$1819,2024-11-20,bengluru,TABLET,data anaytics training
A1670,Python4Data ,129.0,3787.0,$229.81,10.0,6.0,0.047,$1221,2024-11-13,chenay,desktop,online data analytic
A1671,MachneLearningBasics,112.0,4834.0,$212.27,11.0,7.0,0.062,$1524,2024/11/27,bangalore,mobile,data analitics online
A1672,sqldATABSEtRAINING,104.0,3031.0,$188.47,13.0,6.0,0.043,$1998,2024-11-05,bengaluru,desktop,data anaytics training
A1673,D3epLearnngPro,132.0,3754.0,$180.88,21.0,10.0,0.076,$1601,2024-11-24,bengaluru,Mobile,online data analytic
A1674,BusinessAnlyticsCl@ss,113.0,3281.0,$241.85,16.0,6.0,0.053,,08-11-2024,bangalore,Tablet,data analitics online
A1675,mACHNElEARNINGbASICS,109.0,4910.0,$236.2,,8.0,0.054,$1145,2024/11/08,punea,TABLET,data anaytics training
A1676,BusinessAnlyticsClass_,144.0,5026.0,$231.82,14.0,4.0,0.028,$1645,2024/11/10,chnnai,DESKTOP,data analytics course
A1677,Machn3LearningBasics,179.0,5091.0,$238.62,10.0,6.0,0.034,$1259,24-11-2024,chennai,MOBILE,learn data analytics
A1678,Machnelearningbasics,,5622.0,$190.87,14.0,8.0,,$1400,17-11-2024,new delhi,mobile,analytics for data
A1679,SQLDatabseTraining,116.0,4538.0,$221.74,23.0,9.0,0.078,$1639,2024-11-24,DELHI,Desktop,data anaytics training
A1680,Python4data,89.0,3509.0,$192.14,27.0,9.0,0.101,$1564,2024/11/12,Bombay,mobile,online data analytic
A1681,cYBERsECURTYfUNDAMENTALS,96.0,3346.0,$248.48,15.0,7.0,0.073,$1118,2024-11-28,DELHI,desktop,data analitics online
A1682,AI_Mark3ting101,193.0,4706.0,$213.41,24.0,8.0,0.046,$1058,2024/11/09,chnnai,Desktop,data analytics course
A1683,Cl0udComputngCourse,122.0,3896.0,$194.3,23.0,3.0,0.025,$1355,21-11-2024,punea,MOBILE,data analytics course
A1684,SQLDatabs3Training,133.0,3332.0,$201.59,14.0,7.0,,$1943,2024/11/15,MUMBAI,TABLET,data analytics course
A1685,CyberSecurtyFundamentals1,177.0,5738.0,$249.21,11.0,7.0,0.04,$1435,16-11-2024,new delhi,Mobile,data anaytics training
A1686,DataScienceBootcamp ,162.0,5346.0,$223.12,25.0,5.0,0.031,$1052,28-11-2024,chennai,Desktop,data analytics course
A1687,D3epLearnngPro,182.0,5857.0,$192.69,15.0,4.0,0.048,$1384,2024/11/02,pune,Desktop,data analytics course
A1688,Busin3ssAnlyticsClass,154.0,4836.0,$233.8,26.0,10.0,,$1838,2024/11/30,delhi,desktop,data analytics course
A1689,SQLDatabseTraining,104.0,5291.0,$186.93,19.0,10.0,0.096,$1805,2024-11-29,dheli,tablet,data analytics course
A1690,wEBdEVmASTERY,101.0,4840.0,$230.68,21.0,9.0,0.089,$1556,2024-11-22,poona,Desktop,data anaytics training
A1691,Datasciencebootcamp,173.0,4246.0,$202.95,27.0,3.0,0.017,$1276,2024-11-29,madras,tablet,learn data analytics
A1692,Cybersecurtyfundamentals,186.0,5824.0,$224.48,29.0,6.0,,$1882,2024/11/28,chennai,mobile,data analitics online
A1693,sqldATABSEtRAINING,148.0,5952.0,$186.32,14.0,4.0,0.044,$1469,10-11-2024,delhi,MOBILE,data analytics course
A1694,sqldATABSEtRAINING,181.0,3691.0,$229.14,25.0,10.0,,$1375,2024/11/06,delhi,mobile,analytics for data
A1695,cYBERsECURTYfUNDAMENTALS,110.0,4350.0,$243.88,16.0,9.0,,$1157,15-11-2024,NewDlhi,TABLET,online data analytic
A1696,Machnelearningbasics,151.0,5656.0,$191.95,18.0,7.0,,$1813,02-11-2024,CHENNAI,MOBILE,data analitics online
A1697,Businessanlyticsclass,90.0,4566.0,$228.82,29.0,9.0,0.051,$1697,2024-11-13,mumabi,Desktop,data anaytics training
A1698,BusinessAnlyticsClass1,111.0,4245.0,$245.76,22.0,8.0,0.072,,2024-11-07,bengluru,desktop,online data analytic
A1699,Python4Data ,170.0,5053.0,$217.41,16.0,9.0,0.031,$1497,17-11-2024,mumbai,Mobile,data anaytics training
A1700,ai_mARKETING101,112.0,5093.0,$228.8,23.0,7.0,0.062,$1188,17-11-2024,NewDlhi,desktop,analytics for data
A1701,DeepLe@rnngPro,188.0,5336.0,$188.73,17.0,3.0,0.016,$1601,2024-11-03,CHENNAI,TABLET,online data analytic
A1702,Python4D@ta,85.0,4963.0,$186.21,14.0,6.0,,$1747,05-11-2024,BANGALORE,Mobile,data analytics course
A1703,WebDevMastery ,94.0,4544.0,$235.77,23.0,8.0,,$1342,2024-11-05,Bombay,tablet,online data analytic
A1704,WebDevMastery ,177.0,4901.0,$217.54,20.0,10.0,0.056,$1975,2024/11/13,BANGALORE,Tablet,data analitics online
A1705,CyberSecurtyFundamentals,150.0,5275.0,$192.7,14.0,4.0,0.027,$1170,27-11-2024,Benglore,Tablet,data analitics online
A1706,pYTHON4dATA,88.0,5225.0,$202.97,22.0,6.0,0.068,$1128,13-11-2024,Bombay,tablet,online data analytic
A1707,Ai_marketing101,128.0,4857.0,$212.61,14.0,5.0,0.039,$1538,25-11-2024,NewDlhi,DESKTOP,data analitics online
A1708,DataScienceB0otcamp,163.0,5310.0,$242.76,26.0,9.0,0.055,$1793,2024-11-12,punr,mobile,learn data analytics
A1709,Machnelearningbasics,147.0,5014.0,$193.08,12.0,8.0,0.054,$1017,2024-11-11,bengaluru,tablet,online data analytic
A1710,CyberSecurtyFundamentals ,191.0,5855.0,$196.54,29.0,3.0,0.016,$1085,21-11-2024,pune,Desktop,data analytics course
A1711,DeepLearnngPro1,,5916.0,$234.46,17.0,6.0,0.044,$1982,2024-11-02,Bombay,desktop,data analytics course
A1712,Machn3LearningBasics,115.0,3952.0,$229.18,25.0,4.0,0.035,$1440,20-11-2024,DELHI,tablet,online data analytic
A1713,DeepLe@rnngPro,123.0,4208.0,$212.92,29.0,6.0,0.049,$1184,2024/11/05,chnnai,Desktop,learn data analytics
A1714,Cloudcomputngcourse,121.0,5517.0,$222.14,16.0,7.0,,$1682,2024/11/02,punr,tablet,learn data analytics
A1715,BusinessAnlyticsClass1,126.0,5460.0,$210.83,24.0,10.0,0.079,$1326,2024-11-14,punea,TABLET,online data analytic
A1716,Python4Data,110.0,3159.0,$197.92,26.0,10.0,0.091,$1608,2024-11-18,dheli,MOBILE,data analitics online
A1717,bUSINESSaNLYTICScLASS,190.0,5545.0,$223.96,13.0,7.0,0.037,$1344,2024/11/14,DELHI,tablet,analytics for data
A1718,Machnelearningbasics,148.0,3668.0,$245.79,15.0,10.0,0.068,$1718,2024/11/25,BANGALORE,Desktop,data analytics course
A1719,M@chneLearningBasics,86.0,5663.0,$231.79,19.0,10.0,0.116,$1547,17-11-2024,Bombay,Mobile,data anaytics training
A1720,SQLDatabs3Training,172.0,3123.0,$216.67,15.0,,,$1759,02-11-2024,pune,desktop,online data analytic
A1721,BusinessAnlyticsCl@ss,143.0,5638.0,$229.41,23.0,4.0,0.058,$1398,2024/11/03,poona,Desktop,online data analytic
A1722,Python4Data1,172.0,4436.0,$232.16,21.0,7.0,0.041,$1050,2024/11/27,CHENNAI,Mobile,learn data analytics
A1723,Datasciencebootcamp,138.0,5555.0,$188.55,14.0,8.0,0.058,$1593,24-11-2024,BANGALORE,desktop,data anaytics training
A1724,Ai_marketing101,132.0,4972.0,$248.45,25.0,9.0,,$1126,2024/11/19,bengaluru,TABLET,data analitics online
