Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword
A1538,Businessanlyticsclass,97.0,3480.0,233.32,22.0,3.0,0.031,1008.0,2024-11-28,Chennai,Desktop,data analitics online
A1539,bUSINESSaNLYTICScLASS,89.0,4200.0,200.98,23.0,8.0,0.0898876404494382,1476.0,2024-11-23,Bangalore,Mobile,data analytics course
A1540,Datasciencebootcamp,130.0,5384.0,218.6,24.0,8.0,0.062,1943.0,2024-11-28,Mumbai,Mobile,learn data analytics
A1541,Python4Data,103.0,4766.0,245.34,11.0,8.0,0.078,1488.0,2024-11-08,Mumbai,Desktop,analytics for data
A1542,CyberSecurtyFund@mentals,138.0,3322.0,196.83,17.0,8.0,0.058,1500.5,2024-11-01,Pune,Desktop,online data analytic
A1543,Cloudcomputngcourse,127.0,4625.0,207.62,17.0,3.0,0.024,1811.0,2024-11-17,New Delhi,Desktop,learn data analytics
A1544,Webdevmastery,170.0,4689.0,195.98,26.0,6.0,0.035,1873.0,2024-11-14,Chennai,Desktop,data analitics online
A1545,ai_mARKETING101,115.0,3764.0,197.47,20.0,5.0,0.043478260869565216,1952.0,2024-11-27,Mumbai,Desktop,learn data analytics
A1546,CyberSecurtyFundamentals ,132.0,3365.0,198.01,17.0,9.0,0.068,1161.0,2024-11-14,Mumbai,Desktop,analytics for data
A1547,Sqldatabsetraining,168.0,3392.0,230.77,15.0,9.0,0.054,1504.0,2024-11-11,Delhi,Mobile,online data analytic
A1548,Ai_marketing101,145.0,5978.0,223.3,30.0,10.0,0.06896551724137931,1859.0,2024-11-20,Mumbai,Mobile,online data analytic
A1549,Busin3ssAnlyticsClass,163.0,3340.0,217.35,26.0,7.0,0.043,1751.0,2024-11-24,Mumbai,Tablet,data anaytics training
A1550,CloudComputngCourse,84.0,4407.0,192.52,19.0,10.0,0.09122252747252749,1221.0,2024-11-03,Bangalore,Tablet,learn data analytics
A1551,SQLDatabs3Training,124.0,3180.0,180.8,17.0,6.0,0.048,1822.0,2024-11-11,Pune,Mobile,online data analytic
A1552,CyberSecurtyFundamentals,162.0,4947.0,233.76,23.0,6.0,0.045,1973.0,2024-11-15,Mumbai,Tablet,data analytics course
A1553,D@taScienceBootcamp,119.0,4480.0,184.25,20.0,3.0,0.025,1985.0,2024-11-22,Pune,Mobile,online data analytic
A1554,CyberSecurtyFundamentals,151.0,5595.0,246.66,24.0,4.0,0.026,1921.0,2024-11-29,Bangalore,Desktop,learn data analytics
A1555,WebDevM@stery,190.0,4808.0,199.94,16.0,6.0,0.032,1454.0,2024-11-03,Chennai,Desktop,data analitics online
A1556,DataSci3nceBootcamp,138.0,3382.0,204.12,27.0,7.0,0.051,1386.0,2024-11-05,Mumbai,Tablet,learn data analytics
A1557,ai_mARKETING101,100.0,4643.0,214.46,16.0,9.0,0.09,1179.0,2024-11-03,Chennai,Tablet,online data analytic
A1558,DataSci3nceBootcamp,187.0,5400.0,210.0,14.0,7.0,0.0374331550802139,1945.0,2024-11-15,Pune,Desktop,analytics for data
A1559,DeepLearnngPr0,176.0,3400.0,191.5,29.0,3.0,0.017045454545454544,1429.0,2024-11-28,Chennai,Mobile,online data analytic
A1560,AI_M@rketing101,117.0,4223.0,217.98,28.0,6.0,0.059,1489.0,2024-11-10,Bangalore,Mobile,data anaytics training
A1561,Datasciencebootcamp,196.0,4580.5,206.31,24.0,8.0,0.051,1426.0,2024-11-23,Delhi,Tablet,data analitics online
A1562,Cl0udComputngCourse,155.0,3864.0,222.17,12.0,3.0,0.01935483870967742,1407.0,2024-11-21,Mumbai,Mobile,data anaytics training
A1563,D@taScienceBootcamp,188.0,3838.0,240.99,15.0,3.0,0.016,1951.0,2024-11-10,Pune,Mobile,data analytics course
A1564,Cybersecurtyfundamentals,81.0,5659.0,222.98,25.0,4.0,0.057,1654.0,2024-11-19,New Delhi,Tablet,data analitics online
A1565,MachneLearningBasics1,125.0,4794.0,212.245,28.0,7.0,0.051,1453.0,2024-11-22,Pune,Desktop,data analitics online
A1566,dATAsCIENCEbOOTCAMP,158.0,5214.0,222.28,21.0,3.0,0.019,1630.0,2024-11-03,Pune,Desktop,data analytics course
A1567,Machn3LearningBasics,133.0,5762.0,196.02,10.0,5.0,0.038,1499.0,2024-11-03,Chennai,Tablet,data analytics course
A1568,W3bDevMastery,128.0,5026.0,239.88,15.0,9.0,0.07,1745.0,2024-11-25,Chennai,Mobile,analytics for data
A1569,CyberSecurtyFundamentals,148.0,3883.0,181.4,30.0,4.0,0.027,1966.0,2024-11-16,Pune,Desktop,analytics for data
A1570,WebDevM@stery,92.0,4605.0,234.69,29.0,3.0,0.03260869565217391,1264.0,2024-11-30,Chennai,Mobile,data anaytics training
A1571,CyberSecurtyFundamentals1,147.0,4808.0,205.83,25.0,8.0,0.05442176870748299,1728.0,2024-11-02,Delhi,Desktop,data analytics course
A1572,DeepLearnngPro_,136.0,5454.0,247.7,13.0,6.0,0.044,1687.0,2024-11-06,Mumbai,Mobile,data analitics online
A1573,AI_Marketing101,132.0,4957.0,220.43,28.0,6.0,0.045,1218.0,2024-11-03,Bangalore,Mobile,online data analytic
A1574,Python4D@ta,173.0,4699.0,241.61,28.0,3.0,0.017,1191.0,2024-11-13,Pune,Tablet,learn data analytics
A1575,AI_M@rketing101,85.0,4747.0,224.35,26.0,5.0,0.059,1087.0,2024-11-01,Mumbai,Tablet,data analytics course
A1576,dATAsCIENCEbOOTCAMP,129.0,5874.0,200.17,12.0,5.0,0.039,1405.0,2024-11-29,Pune,Tablet,online data analytic
A1577,D3epLearnngPro,181.0,4730.0,243.35,16.0,4.0,0.022099447513812154,1975.0,2024-11-20,Delhi,Mobile,online data analytic
A1578,Busin3ssAnlyticsClass,85.0,5341.0,249.64,21.0,6.0,0.032,1388.0,2024-11-10,Pune,Mobile,online data analytic
A1579,Ai_marketing101,92.0,4327.0,188.6,14.0,7.0,0.07608695652173914,1140.0,2024-11-22,Mumbai,Tablet,data anaytics training
A1580,Ai_marketing101,192.0,4482.0,180.82,27.0,4.0,0.021,1847.0,2024-11-09,Delhi,Mobile,data anaytics training
A1581,MachneLearningBasics,146.0,4484.0,194.67,27.0,9.0,0.052,1234.0,2024-11-02,Pune,Tablet,data anaytics training
A1582,Python4Data,178.0,4311.0,205.46,18.0,4.0,0.022,1671.0,2024-11-18,Bangalore,Tablet,analytics for data
A1583,D@taScienceBootcamp,197.0,3009.0,233.44,22.0,9.0,0.046,1374.0,2024-11-18,Mumbai,Tablet,analytics for data
A1584,Python4Data1,176.0,3110.0,205.23,23.0,5.0,0.028,1746.0,2024-11-19,New Delhi,Desktop,online data analytic
A1585,DataScienceB0otcamp,98.0,3365.0,224.28,27.0,9.0,0.09122252747252749,1108.0,2024-11-27,Pune,Desktop,data anaytics training
A1586,cYBERsECURTYfUNDAMENTALS,105.0,3274.0,187.89,24.0,4.0,0.038,1360.0,2024-11-09,Chennai,Desktop,learn data analytics
A1587,W3bDevMastery,113.0,3231.0,210.13,19.0,10.0,0.041,1234.0,2024-11-15,New Delhi,Desktop,online data analytic
A1588,Machnelearningbasics,135.0,3440.0,246.53,13.0,10.0,0.046,1217.0,2024-11-27,Chennai,Tablet,online data analytic
A1589,CloudComputngCourse,88.0,5196.0,197.32,26.0,5.0,0.057,1438.0,2024-11-03,Mumbai,Desktop,online data analytic
A1590,Sqldatabsetraining,106.0,5321.0,239.76,11.0,7.0,0.066,1910.0,2024-11-24,Mumbai,Desktop,data anaytics training
A1591,CloudComputngCourse_,148.0,5841.0,243.09,15.0,7.0,0.047,1535.0,2024-11-29,Mumbai,Mobile,data analitics online
A1592,ai_mARKETING101,174.0,4382.5,227.96,25.0,5.0,0.029,1566.0,2024-11-15,Mumbai,Tablet,online data analytic
A1593,Python4D@ta,196.0,5776.0,227.24,30.0,4.0,0.02,1539.0,2024-11-04,Bangalore,Mobile,data anaytics training
A1594,dATAsCIENCEbOOTCAMP,128.0,4729.0,243.45,25.0,9.0,0.031,1782.0,2024-11-23,Mumbai,Desktop,learn data analytics
A1595,CloudComputngCours3,163.0,5371.0,215.89,29.0,7.0,0.043,1906.0,2024-11-05,Delhi,Tablet,data analytics course
A1596,ai_mARKETING101,183.0,5268.0,203.65,17.0,5.0,0.027,1731.0,2024-11-12,Pune,Mobile,learn data analytics
A1597,CyberSecurtyFund@mentals,196.0,5386.0,224.31,23.0,4.0,0.02,1423.0,2024-11-30,Chennai,Tablet,learn data analytics
A1598,DataScienceBootcamp ,121.0,4432.0,218.71,25.0,10.0,0.08264462809917356,1568.0,2024-11-13,Mumbai,Desktop,analytics for data
A1599,dATAsCIENCEbOOTCAMP,174.0,3031.0,242.32,25.0,6.0,0.034,1381.0,2024-11-08,Chennai,Mobile,online data analytic
A1600,DataScienceB0otcamp,142.0,5999.0,214.05,27.0,6.0,0.046,1064.0,2024-11-21,Mumbai,Desktop,analytics for data
A1601,MachneLearningBasics_,118.0,3274.0,222.62,10.0,3.0,0.025,1716.0,2024-11-09,Mumbai,Tablet,analytics for data
A1602,Webdevmastery,118.0,5889.0,193.01,17.0,10.0,0.085,1789.0,2024-11-10,Bangalore,Desktop,online data analytic
A1603,DataScienceBootcamp ,149.0,5601.0,222.01,15.0,6.0,0.04,1514.0,2024-11-25,Chennai,Desktop,analytics for data
A1604,Python4Data_,127.0,4295.0,212.6,26.0,10.0,0.079,1713.0,2024-11-19,Bangalore,Tablet,data analytics course
A1605,DeepLearnngPro1,195.0,5135.0,226.37,17.0,3.0,0.015384615384615385,1488.5,2024-11-24,Mumbai,Desktop,data anaytics training
A1606,cYBERsECURTYfUNDAMENTALS,173.0,5233.0,229.38,28.0,7.0,0.04046242774566474,1322.0,2024-11-16,Bangalore,Mobile,learn data analytics
A1607,Python4Data,131.0,5727.0,218.65,28.0,4.0,0.031,1631.0,2024-11-07,Bangalore,Mobile,data anaytics training
A1608,Cloudcomputngcourse,105.0,4691.0,213.15,21.0,3.0,0.035,1276.0,2024-11-22,Bangalore,Desktop,analytics for data
A1609,AI_Marketing101,104.0,3409.0,207.63,19.0,4.0,0.038461538461538464,1195.0,2024-11-16,Bangalore,Mobile,analytics for data
A1610,WebDevM@stery,139.0,4333.0,230.05,19.0,6.0,0.043,1407.0,2024-11-21,Bangalore,Desktop,analytics for data
A1611,bUSINESSaNLYTICScLASS,110.0,4430.0,197.84,23.0,5.0,0.045,1464.0,2024-11-15,Pune,Mobile,learn data analytics
A1612,DeepLearnngPro1,193.0,4860.0,181.27,14.0,5.0,0.026,1488.5,2024-11-16,Mumbai,Desktop,online data analytic
A1613,Python4Data,109.0,4396.0,188.6,11.0,10.0,0.09122252747252749,1451.0,2024-11-18,Pune,Mobile,data anaytics training
A1614,Ai_marketing101,141.0,5000.0,223.7,29.0,10.0,0.071,1909.0,2024-11-12,Bangalore,Tablet,data analitics online
A1615,MachneLearningBasics_,182.0,3487.0,211.71,23.0,7.0,0.038,1027.0,2024-11-24,Chennai,Mobile,data analitics online
A1616,SQLDatabseTraining_,179.0,4236.0,245.01,23.0,7.0,0.039,1822.0,2024-11-07,Bangalore,Mobile,learn data analytics
A1617,dEEPlEARNNGpRO,89.0,5349.0,213.27,19.0,8.0,0.09,1371.0,2024-11-28,New Delhi,Tablet,data analitics online
A1618,dEEPlEARNNGpRO,181.0,5678.0,226.89,22.0,10.0,0.055248618784530384,1992.0,2024-11-02,Pune,Tablet,data anaytics training
A1619,Businessanlyticsclass,85.0,5247.0,219.97,15.0,7.0,0.082,1612.0,2024-11-20,Chennai,Desktop,analytics for data
A1620,cLOUDcOMPUTNGcOURSE,179.0,3685.0,202.66,15.0,6.981,0.039,1634.0,2024-11-18,Bangalore,Desktop,data analytics course
A1621,Datasciencebootcamp,172.0,5862.0,202.0,23.0,4.0,0.023,1469.0,2024-11-28,Mumbai,Desktop,online data analytic
A1622,WebDevM@stery,196.0,5040.0,197.08,11.0,9.0,0.046,1774.0,2024-11-22,Bangalore,Desktop,data analytics course
A1623,CyberSecurtyFundamentals,72.72727272727273,3423.0,223.95,30.0,4.0,0.055,1480.0,2024-11-03,Pune,Desktop,analytics for data
A1624,AI_M@rketing101,135.0,5981.0,228.66,26.0,6.0,0.044444444444444446,1515.0,2024-11-12,Mumbai,Desktop,data anaytics training
A1625,Datasciencebootcamp,97.0,3495.0,230.83,16.0,6.0,0.062,1675.0,2024-11-23,New Delhi,Tablet,analytics for data
A1626,Machn3LearningBasics,137.0,3702.0,215.41,25.0,9.0,0.066,1010.0,2024-11-10,Bangalore,Desktop,learn data analytics
A1627,wEBdEVmASTERY,164.0,3405.0,217.58,10.0,3.0,0.018,1885.0,2024-11-30,Chennai,Desktop,data analitics online
A1628,M@chneLearningBasics,178.0,3370.0,180.66,25.0,9.0,0.051,1830.0,2024-11-24,Bangalore,Desktop,online data analytic
A1629,ai_mARKETING101,146.0,4455.0,227.13,16.0,5.0,0.03424657534246575,1040.0,2024-11-24,New Delhi,Tablet,online data analytic
A1630,D@taScienceBootcamp,149.0,4670.0,218.31,10.0,10.0,0.067,1623.0,2024-11-02,Pune,Mobile,analytics for data
A1631,SQLDatabseTraining,193.0,4287.0,204.62,15.0,3.0,0.015544041450777202,1800.0,2024-11-09,Mumbai,Tablet,data anaytics training
A1632,wEBdEVmASTERY,149.0,3546.0,183.41,27.0,7.0,0.05,1701.0,2024-11-28,New Delhi,Mobile,data anaytics training
A1633,AI_M@rketing101,106.0,4740.0,229.13,19.0,3.0,0.028,1149.0,2024-11-11,New Delhi,Desktop,online data analytic
A1634,SQLDatabs3Training,131.0,5642.0,184.57,20.0,9.0,0.06870229007633588,1827.0,2024-11-16,Chennai,Mobile,data analytics course
A1635,Machnelearningbasics,111.0,4161.0,185.58,10.0,7.0,0.06306306306306306,1434.0,2024-11-04,Chennai,Desktop,data anaytics training
A1636,SQLDatabseTraining,144.0,4241.0,181.4,24.0,5.0,0.035,1693.0,2024-11-19,New Delhi,Mobile,online data analytic
A1637,Busin3ssAnlyticsClass,151.0,5875.0,192.46,28.0,6.0,0.045,1459.0,2024-11-18,Chennai,Mobile,data analitics online
A1638,AI_Mark3ting101,146.0,5457.0,213.5,15.0,5.0,0.034,1029.0,2024-11-02,Mumbai,Desktop,data analytics course
A1639,SQLD@tabseTraining,133.0,4780.0,198.66,22.0,4.0,0.03,1905.0,2024-11-09,Bangalore,Tablet,online data analytic
A1640,D3epLearnngPro,62.5,5922.0,239.1,12.0,3.0,0.048,1733.0,2024-11-06,Mumbai,Desktop,data analytics course
A1641,AI_Mark3ting101,82.0,3454.0,228.02,30.0,7.0,0.049,1463.0,2024-11-09,Pune,Desktop,learn data analytics
A1642,DataScienceBootcamp_,135.0,3449.0,200.06,17.0,5.0,0.037,1950.0,2024-11-07,Chennai,Mobile,data analytics course
A1643,WebDevMastery1,199.0,4287.0,235.58,12.0,10.0,0.05,1276.0,2024-11-10,Mumbai,Tablet,data analytics course
A1644,WebDevMastery ,123.0,5000.0,187.67,25.0,3.0,0.024,1351.0,2024-11-07,Chennai,Tablet,data analitics online
A1645,cYBERsECURTYfUNDAMENTALS,154.0,3437.0,211.63,28.0,4.0,0.026,1604.0,2024-11-14,Pune,Tablet,data anaytics training
A1646,Machnelearningbasics,88.0,3475.0,191.96,12.0,7.0,0.08,1204.0,2024-11-25,Mumbai,Desktop,online data analytic
A1647,DeepLe@rnngPro,165.0,4889.0,180.19,21.0,4.0,0.024,1458.0,2024-11-19,Bangalore,Mobile,analytics for data
A1648,WebDevM@stery,87.0,3639.0,220.76,22.0,3.0,0.036,1231.0,2024-11-14,Pune,Mobile,analytics for data
A1649,MachneLearningBasics1,147.0,3959.0,181.18,27.0,9.0,0.061,1627.0,2024-11-26,Pune,Mobile,analytics for data
A1650,Machn3LearningBasics,137.0,5400.0,180.04,10.0,10.0,0.073,1375.0,2024-11-29,Delhi,Tablet,analytics for data
A1651,sqldATABSEtRAINING,188.0,5528.0,245.03,13.0,10.0,0.053,1202.0,2024-11-29,Mumbai,Desktop,analytics for data
A1652,Webdevmastery,162.0,5456.0,193.69,10.0,6.0,0.037,1992.0,2024-11-29,Mumbai,Tablet,online data analytic
A1653,Python4D@ta,102.0,4308.0,221.54,13.0,7.0,0.06,1096.0,2024-11-08,Pune,Mobile,data analitics online
A1654,W3bDevMastery,120.0,3245.0,196.09,15.0,9.0,0.075,1056.0,2024-11-22,Mumbai,Desktop,data anaytics training
A1655,sqldATABSEtRAINING,125.0,3339.0,205.32,18.0,4.0,0.054,1985.0,2024-11-28,New Delhi,Desktop,data analytics course
A1656,AI_Marketing101,155.0,5977.0,187.28,16.0,7.0,0.04516129032258064,1607.0,2024-11-10,Pune,Desktop,online data analytic
A1657,MachneLearningBasics1,137.0,4231.0,226.49,25.0,5.0,0.036,1078.0,2024-11-12,Bangalore,Tablet,analytics for data
A1658,Machn3LearningBasics,91.0,4506.0,195.99,12.0,3.0,0.045,1179.0,2024-11-22,Chennai,Tablet,learn data analytics
A1659,Ai_marketing101,87.0,4869.0,220.97,29.0,5.0,0.057,1480.0,2024-11-05,Chennai,Desktop,data anaytics training
A1660,D@taScienceBootcamp,124.0,5716.0,217.84,28.0,8.0,0.06451612903225806,1791.0,2024-11-24,Mumbai,Mobile,data anaytics training
A1661,SQLDatabseTraining,128.0,3243.0,208.41,14.0,6.0,0.037,1514.0,2024-11-02,Pune,Mobile,online data analytic
A1662,Datasciencebootcamp,111.0,3911.0,239.24,28.0,9.0,0.08108108108108109,1097.0,2024-11-01,Mumbai,Tablet,online data analytic
A1663,D3epLearnngPro,89.0,3982.0,209.87,27.0,7.0,0.079,1920.0,2024-11-04,Delhi,Desktop,data analytics course
A1664,Cybersecurtyfundamentals,107.0,5299.0,207.36,19.0,8.0,0.07476635514018691,1567.0,2024-11-26,Mumbai,Tablet,data anaytics training
A1665,CyberSecurtyFundamentals,181.0,4150.0,236.69,15.0,5.0,0.027624309392265192,1251.0,2024-11-10,New Delhi,Mobile,data analitics online
A1666,SQLDatabseTraining_,110.0,5925.0,188.18,29.0,9.0,0.082,1682.0,2024-11-23,Bangalore,Desktop,data anaytics training
A1667,Deeplearnngpro,85.0,4010.0,195.26,17.0,4.0,0.042,1853.0,2024-11-06,Bangalore,Mobile,data analitics online
A1668,WebDevMastery,125.0,5767.0,213.27,12.0,8.0,0.035,1020.0,2024-11-19,New Delhi,Tablet,data analitics online
A1669,Busin3ssAnlyticsClass,163.0,4494.0,209.76,11.0,3.0,0.018,1819.0,2024-11-20,Bangalore,Tablet,data anaytics training
A1670,Python4Data ,129.0,3787.0,229.81,10.0,6.0,0.047,1221.0,2024-11-13,Chennai,Desktop,online data analytic
A1671,MachneLearningBasics,112.0,4834.0,212.27,11.0,7.0,0.062,1524.0,2024-11-27,Bangalore,Mobile,data analitics online
A1672,sqldATABSEtRAINING,104.0,3031.0,188.47,13.0,6.0,0.043,1998.0,2024-11-05,Bangalore,Desktop,data anaytics training
A1673,D3epLearnngPro,132.0,3754.0,180.88,21.0,10.0,0.076,1601.0,2024-11-24,Bangalore,Mobile,online data analytic
A1674,BusinessAnlyticsCl@ss,113.0,3281.0,241.85,16.0,6.0,0.053,1491.0,2024-11-08,Bangalore,Tablet,data analitics online
A1675,mACHNElEARNINGbASICS,109.0,4910.0,236.2,20.0,8.0,0.054,1145.0,2024-11-08,Pune,Tablet,data anaytics training
A1676,BusinessAnlyticsClass_,144.0,5026.0,231.82,14.0,4.0,0.028,1645.0,2024-11-10,Chennai,Desktop,data analytics course
A1677,Machn3LearningBasics,179.0,5091.0,238.62,10.0,6.0,0.034,1259.0,2024-11-24,Chennai,Mobile,learn data analytics
A1678,Machnelearningbasics,149.0,5622.0,190.87,14.0,8.0,0.05,1400.0,2024-11-17,New Delhi,Mobile,analytics for data
A1679,SQLDatabseTraining,116.0,4538.0,221.74,23.0,9.0,0.078,1639.0,2024-11-24,Delhi,Desktop,data anaytics training
A1680,Python4data,89.0,3509.0,192.14,27.0,9.0,0.09122252747252749,1564.0,2024-11-12,Mumbai,Mobile,online data analytic
A1681,cYBERsECURTYfUNDAMENTALS,96.0,3346.0,248.48,15.0,7.0,0.073,1118.0,2024-11-28,Delhi,Desktop,data analitics online
A1682,AI_Mark3ting101,193.0,4706.0,213.41,24.0,8.0,0.046,1058.0,2024-11-09,Chennai,Desktop,data analytics course
A1683,Cl0udComputngCourse,122.0,3896.0,194.3,23.0,3.0,0.025,1355.0,2024-11-21,Pune,Mobile,data analytics course
A1684,SQLDatabs3Training,133.0,3332.0,201.59,14.0,7.0,0.05263157894736842,1943.0,2024-11-15,Mumbai,Tablet,data analytics course
A1685,CyberSecurtyFundamentals1,177.0,5738.0,249.21,11.0,7.0,0.04,1435.0,2024-11-16,New Delhi,Mobile,data anaytics training
A1686,DataScienceBootcamp ,162.0,5346.0,223.12,25.0,5.0,0.031,1052.0,2024-11-28,Chennai,Desktop,data analytics course
A1687,D3epLearnngPro,182.0,5857.0,192.69,15.0,4.0,0.048,1384.0,2024-11-02,Pune,Desktop,data analytics course
A1688,Busin3ssAnlyticsClass,154.0,4836.0,233.8,26.0,10.0,0.06493506493506493,1838.0,2024-11-30,Delhi,Desktop,data analytics course
A1689,SQLDatabseTraining,104.0,5291.0,186.93,19.0,10.0,0.09122252747252749,1805.0,2024-11-29,Delhi,Tablet,data analytics course
A1690,wEBdEVmASTERY,101.0,4840.0,230.68,21.0,9.0,0.089,1556.0,2024-11-22,Pune,Desktop,data anaytics training
A1691,Datasciencebootcamp,173.0,4246.0,202.95,27.0,3.0,0.017,1276.0,2024-11-29,Chennai,Tablet,learn data analytics
A1692,Cybersecurtyfundamentals,186.0,5824.0,224.48,29.0,6.0,0.03225806451612903,1882.0,2024-11-28,Chennai,Mobile,data analitics online
A1693,sqldATABSEtRAINING,148.0,5952.0,186.32,14.0,4.0,0.044,1469.0,2024-11-10,Delhi,Mobile,data analytics course
A1694,sqldATABSEtRAINING,181.0,3691.0,229.14,25.0,10.0,0.055248618784530384,1375.0,2024-11-06,Delhi,Mobile,analytics for data
A1695,cYBERsECURTYfUNDAMENTALS,110.0,4350.0,243.88,16.0,9.0,0.08181818181818182,1157.0,2024-11-15,New Delhi,Tablet,online data analytic
A1696,Machnelearningbasics,151.0,5656.0,191.95,18.0,7.0,0.046357615894039736,1813.0,2024-11-02,Chennai,Mobile,data analitics online
A1697,Businessanlyticsclass,90.0,4566.0,228.82,29.0,9.0,0.051,1697.0,2024-11-13,Mumbai,Desktop,data anaytics training
A1698,BusinessAnlyticsClass1,111.0,4245.0,245.76,22.0,8.0,0.072,1510.0,2024-11-07,Bangalore,Desktop,online data analytic
A1699,Python4Data ,170.0,5053.0,217.41,16.0,9.0,0.031,1497.0,2024-11-17,Mumbai,Mobile,data anaytics training
A1700,ai_mARKETING101,112.0,5093.0,228.8,23.0,7.0,0.062,1188.0,2024-11-17,New Delhi,Desktop,analytics for data
A1701,DeepLe@rnngPro,188.0,5336.0,188.73,17.0,3.0,0.016,1601.0,2024-11-03,Chennai,Tablet,online data analytic
A1702,Python4D@ta,85.0,4963.0,186.21,14.0,6.0,0.07058823529411765,1747.0,2024-11-05,Bangalore,Mobile,data analytics course
A1703,WebDevMastery ,94.0,4544.0,235.77,23.0,8.0,0.0851063829787234,1342.0,2024-11-05,Mumbai,Tablet,online data analytic
A1704,WebDevMastery ,177.0,4901.0,217.54,20.0,10.0,0.056,1975.0,2024-11-13,Bangalore,Tablet,data analitics online
A1705,CyberSecurtyFundamentals,150.0,5275.0,192.7,14.0,4.0,0.027,1170.0,2024-11-27,Bangalore,Tablet,data analitics online
A1706,pYTHON4dATA,88.0,5225.0,202.97,22.0,6.0,0.068,1128.0,2024-11-13,Mumbai,Tablet,online data analytic
A1707,Ai_marketing101,128.0,4857.0,212.61,14.0,5.0,0.039,1538.0,2024-11-25,New Delhi,Desktop,data analitics online
A1708,DataScienceB0otcamp,163.0,5310.0,242.76,26.0,9.0,0.055,1793.0,2024-11-12,Pune,Mobile,learn data analytics
A1709,Machnelearningbasics,147.0,5014.0,193.08,12.0,8.0,0.054,1017.0,2024-11-11,Bangalore,Tablet,online data analytic
A1710,CyberSecurtyFundamentals ,191.0,5855.0,196.54,29.0,3.0,0.016,1085.0,2024-11-21,Pune,Desktop,data analytics course
A1711,DeepLearnngPro1,136.36363636363637,5916.0,234.46,17.0,6.0,0.044,1982.0,2024-11-02,Mumbai,Desktop,data analytics course
A1712,Machn3LearningBasics,115.0,3952.0,229.18,25.0,4.0,0.035,1440.0,2024-11-20,Delhi,Tablet,online data analytic
A1713,DeepLe@rnngPro,123.0,4208.0,212.92,29.0,6.0,0.049,1184.0,2024-11-05,Chennai,Desktop,learn data analytics
A1714,Cloudcomputngcourse,121.0,5517.0,222.14,16.0,7.0,0.05785123966942149,1682.0,2024-11-02,Pune,Tablet,learn data analytics
A1715,BusinessAnlyticsClass1,126.0,5460.0,210.83,24.0,10.0,0.079,1326.0,2024-11-14,Pune,Tablet,online data analytic
A1716,Python4Data,110.0,3159.0,197.92,26.0,10.0,0.091,1608.0,2024-11-18,Delhi,Mobile,data analitics online
A1717,bUSINESSaNLYTICScLASS,190.0,5545.0,223.96,13.0,7.0,0.037,1344.0,2024-11-14,Delhi,Tablet,analytics for data
A1718,Machnelearningbasics,148.0,3668.0,245.79,15.0,10.0,0.068,1718.0,2024-11-25,Bangalore,Desktop,data analytics course
A1719,M@chneLearningBasics,86.0,5663.0,231.79,19.0,10.0,0.09122252747252749,1547.0,2024-11-17,Mumbai,Mobile,data anaytics training
A1720,SQLDatabs3Training,172.0,3123.0,216.67,15.0,7.0,0.048,1759.0,2024-11-02,Pune,Desktop,online data analytic
A1721,BusinessAnlyticsCl@ss,143.0,5638.0,229.41,23.0,4.0,0.058,1398.0,2024-11-03,Pune,Desktop,online data analytic
A1722,Python4Data1,172.0,4436.0,232.16,21.0,7.0,0.041,1050.0,2024-11-27,Chennai,Mobile,learn data analytics
A1723,Datasciencebootcamp,138.0,5555.0,188.55,14.0,8.0,0.058,1593.0,2024-11-24,Bangalore,Desktop,data anaytics training
A1724,Ai_marketing101,132.0,4972.0,248.45,25.0,9.0,0.06818181818181818,1126.0,2024-11-19,Bangalore,Tablet,data analitics online
A1725,Python4Data1,174.0,3231.0,217.93,10.0,7.0,0.04,1128.0,2024-11-12,Pune,Mobile,data analytics course
A1726,SQLDatabseTraining_,154.0,3461.0,235.36,18.0,4.0,0.025974025974025976,1212.0,2024-11-18,Bangalore,Tablet,data analitics online
A1727,CloudComputngCourse,126.0,3423.0,236.21,25.0,9.0,0.071,1106.0,2024-11-20,Mumbai,Tablet,data anaytics training
A1728,CloudComputngCourse,138.0,4025.0,220.96,21.0,7.0,0.051,1416.0,2024-11-24,Pune,Tablet,data analitics online
A1729,CloudComputngCourse_,193.0,3800.0,199.76,27.0,9.0,0.047,1393.0,2024-11-17,Mumbai,Mobile,data analytics course
A1730,WebDevMastery1,156.0,5293.0,210.43,26.0,6.0,0.038,1449.0,2024-11-28,Chennai,Tablet,data analytics course
A1731,Cybersecurtyfundamentals,142.0,3565.0,180.39,26.0,5.0,0.035,1147.0,2024-11-01,Bangalore,Tablet,data anaytics training
A1732,Python4Data1,92.0,4296.0,239.12,11.0,10.0,0.09122252747252749,1169.0,2024-11-02,Mumbai,Tablet,data anaytics training
A1733,Cloudcomputngcourse,190.0,3567.0,249.26,20.0,7.0,0.057,1517.0,2024-11-26,Delhi,Desktop,data analitics online
A1734,dATAsCIENCEbOOTCAMP,134.0,4854.0,198.93,21.0,8.0,0.06,1101.0,2024-11-03,Mumbai,Desktop,analytics for data
A1735,Cloudcomputngcourse,144.0,4540.0,186.47,29.0,8.0,0.056,1437.0,2024-11-29,Chennai,Mobile,data analytics course
